n_estimators,max_depth,mse
1,1,0.0012504287204130626
2,1,0.0012497254899116008
3,1,0.0012461792887094238
4,1,0.0012483373564134545
5,1,0.0012575514954187629
6,1,0.0012540649866159847
7,1,0.0012522650641426073
8,1,0.0012514552484002284
9,1,0.0012567555219834034
10,1,0.0012644315870840319
11,1,0.0012621457116358996
12,1,0.0012601153791155565
13,1,0.0012581034658503143
14,1,0.0012635573078660927
15,1,0.0012672444884976235
16,1,0.0012711201239415989
17,1,0.0012684263575190309
18,1,0.0012663900775852686
19,1,0.0012648408961861886
20,1,0.001263416507482101
21,1,0.0012664098653813191
22,1,0.0012639553409136942
23,1,0.0012625790205967294
24,1,0.0012649590249418658
25,1,0.0012637188608827315
26,1,0.0012626148200052436
27,1,0.0012651471618114387
28,1,0.0012666322674696954
29,1,0.0012686974695663776
30,1,0.0012674169518395837
31,1,0.0012663278035011686
32,1,0.0012652825628540836
33,1,0.0012643186704668775
34,1,0.0012661711826800262
35,1,0.001267605564682256
36,1,0.0012666170357540625
37,1,0.001265701659083744
38,1,0.0012672827210564897
39,1,0.0012688073093135694
40,1,0.0012549301673971107
41,1,0.001254352767582909
42,1,0.0012538179235318102
43,1,0.0012554301596731847
44,1,0.0012567435843264547
45,1,0.0012561676613361678
46,1,0.0012578016885401535
47,1,0.00125931441233626
48,1,0.001258696287297355
49,1,0.0012580064324724213
50,1,0.0012596527924895907
51,1,0.001259133336483375
52,1,0.001260770079819033
53,1,0.0012601243208347187
54,1,0.0012615451006350946
55,1,0.0012628228025052379
56,1,0.0012621719174346125
57,1,0.0012615584083455632
58,1,0.0012609748984104597
59,1,0.0012621061780024496
60,1,0.0012615267748606468
61,1,0.0012535044513132135
62,1,0.0012511857633557848
63,1,0.001252354897184266
64,1,0.0012519646678297257
65,1,0.0012515779459840231
66,1,0.0012528279358046165
67,1,0.0012524365090564869
68,1,0.0012520693390079616
69,1,0.0012533230876631695
70,1,0.0012531048687274803
71,1,0.0012527433500084347
72,1,0.0012465425608377545
73,1,0.0012462805630060836
74,1,0.0012472707638258164
75,1,0.0012469885658231753
76,1,0.0012479383559494375
77,1,0.0012489722845294893
78,1,0.0012486937435105768
79,1,0.0012484420424864508
80,1,0.001248175320174279
81,1,0.0012491916654731774
82,1,0.0012489092808708252
83,1,0.0012497651471488922
84,1,0.0012495470057030348
85,1,0.0012492897462769946
86,1,0.0012490778284447203
