X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0-,Y1-,Y2-
0.8544919757237813,0.9988751226148987,0.8368238258678699,0.2497356709029909,0.1756113327651856,0.9602423698150424,0.2823322170869039,0.043578170619567,0.6446649531804793,0.3043172470552707,0.0007238606319367,0.4096655486630354,1.7610311593367634
0.5633565622018574,0.4106894488768932,0.8100506157557008,0.5012091035359311,0.941736360817493,0.5445639023325071,0.6371699847085356,0.3289133694786608,0.3567378370519484,0.4624836618971021,0.689909163540253,0.5191677626173365,1.0549827621576195
0.7954335667744719,0.304514097384218,0.885531376910073,0.7638483640647219,0.3643712821144358,0.9926952245852276,0.2004399247989082,0.431360107417633,0.3867313705524058,0.477206416546137,0.4450223456207814,0.2307394497494177,1.5059515691863952
0.3318814478871768,0.4267025545405037,0.6921952513396439,0.3340353450998594,0.1545211906597124,0.1124817581740095,0.8745650484639236,0.5518213786450367,0.0974442302408021,0.0555927807970867,1.2480408441679731,0.9892995414654712,0.9146416276662852
0.3487667099000271,0.0336235317677184,0.7778124180038628,0.9778494403250716,0.690658103627937,0.7897257367638941,0.2718114435418445,0.9085301954446396,0.5957700268316117,0.8066048898717676,1.4900639339526558,0.0787720583258791,0.9104159427395714
0.6164952070304801,0.8229753125628887,0.715872161473564,0.8972701056136829,0.6250705271645094,0.7738910103351095,0.528573207010026,0.7254017471819865,0.4747883569783266,0.8391398054404504,0.2274542209611609,0.7967832879445211,1.2049436248863026
0.7111312186346893,0.0266862558797484,0.4813694718007759,0.6532667883151809,0.1519860405819476,0.4113729765296904,0.3575952096377364,0.5343501575014642,0.900817670992869,0.3892513788386772,0.5900102045329417,0.024746941261915,1.2108608604455948
0.8408135800029768,0.3031160756977209,0.926460302841406,0.6940881195354269,0.9172662389111592,0.910872858095601,0.7371425716662418,0.5321202517104612,0.6120022311095652,0.7136479805660435,0.3690237673502124,0.1903079122504287,1.625741341043066
0.0821973875511504,0.5778368363911148,0.0272401605210705,0.6005959947795563,0.2821101889422932,0.0072207046303608,0.6591286190102962,0.4217903303859445,0.1086604220000767,0.2098041545851331,1.0943963615058103,1.401031348350047,0.2308260925051402
0.6631468463720086,0.0058365403472446,0.3366825718514283,0.0821942177680377,0.9918186902150512,0.948816805432659,0.4474331858521194,0.9211954060689346,0.8445643071328516,0.5451489205216037,0.9820032874001082,0.009003274237793,1.6794382800530323
0.974666270501902,0.4024243170926986,0.1354111741401309,0.2103682496995477,0.6586009319587236,0.6848833608004098,0.843248303493153,0.5686366736851926,0.8237642489036213,0.2069250777555101,0.0510137509831094,0.037361296401288,1.5881359705471063
0.9087247970593334,0.2060805376304536,0.6697553263675198,0.3878559713160631,0.5391654138825728,0.6075610613814186,0.6356701272791888,0.3056128354573639,0.962880364360701,0.6896008315619276,0.1843508948452672,0.0618520359601321,1.3469323643128823
0.8853432631512194,0.1722247597238763,0.7585345964331864,0.981994180033776,0.74532162562751,0.3765893409785336,0.9662906902724292,0.498370929973432,0.3130036275340748,0.956276070669692,0.3167759575977638,0.0878511077561718,1.8054735756767435
